date,station_1,tmax_1,tmin_1,tavg_1,depart_1,dewpoint_1,wetbulb_1,heat_1,cool_1,sunrise_1,sunset_1,preciptotal_1,stnpressure_1,sealevel_1,resultspeed_1,resultdir_1,avgspeed_1,year,month,day,station_2,tmax_2,tmin_2,tavg_2,depart_2,dewpoint_2,wetbulb_2,heat_2,cool_2,sunrise_2,sunset_2,preciptotal_2,stnpressure_2,sealevel_2,resultspeed_2,resultdir_2,avgspeed_2,precip_avg,14day_precip,28day_precip,90day_precip,temp_avg,14day_tavg,28day_tavg,90day_tavg,tmin_avg,14day_tmin,28day_tmin,tmax_avg,14day_tmax,28day_tmax,dew_avg,14day_dew,28day_dew
2009-05-29,1,74,50,62.0,-2.0,49,55.0,3.0,0.0,421.0,1917.0,0.0,29.17,29.88,2.7,32,6.9,2009,5,29,2,77,55,66.0,2.0,49,55.0,0.0,1.0,421.0,1917.0,0.0,29.23,29.87,2.0,31,6.8,0.0,1.6549999999999967,3.889999999999996,17.735,64.0,62.607142857142854,60.857142857142854,60.294444444444444,52.5,40.0,39.5,75.5,84.5,84.5,49.0,45.32142857142857,44.25
2009-05-30,1,79,50,65.0,1.0,46,54.0,0.0,0.0,420.0,1918.0,0.0,29.09,29.81,2.9,27,6.8,2009,5,30,2,79,53,66.0,2.0,46,55.0,0.0,1.0,420.0,1918.0,0.0,29.15,29.8,1.8,29,6.6,0.0,1.6349999999999967,3.889999999999996,17.735,65.5,63.392857142857146,61.232142857142854,60.166666666666664,51.5,40.0,39.5,79.0,84.5,84.5,46.0,45.714285714285715,44.69642857142857
2009-05-31,1,73,45,59.0,-5.0,41,50.0,6.0,0.0,420.0,1919.0,0.0,29.21,29.94,2.7,10,4.6,2009,5,31,2,72,49,61.0,-3.0,43,52.0,4.0,0.0,420.0,1919.0,0.0,29.26,29.93,2.9,9,6.3,0.0,1.6349999999999967,3.889999999999996,17.735,60.0,64.07142857142857,61.32142857142857,59.93333333333333,47.0,42.5,39.5,72.5,84.5,84.5,42.0,46.75,44.964285714285715
2009-06-01,1,78,51,65.0,1.0,53,57.0,0.0,0.0,419.0,1920.0,0.44,29.19,29.89,1.2,34,11.1,2009,6,1,2,80,52,66.0,2.0,54,58.0,0.0,1.0,419.0,1920.0,0.83,29.25,29.88,1.0,34,10.0,0.635,2.269999999999997,4.524999999999996,18.36,65.5,64.85714285714286,61.57142857142857,59.855555555555554,51.5,47.0,39.5,79.0,84.5,84.5,53.5,48.32142857142857,45.625
2009-06-02,1,60,48,54.0,-10.0,46,50.0,11.0,0.0,419.0,1920.0,0.12,29.36,30.09,7.4,3,8.0,2009,6,2,2,61,50,56.0,-8.0,47,51.0,9.0,0.0,419.0,1920.0,0.06,29.42,30.07,8.3,3,9.2,0.09,2.3599999999999968,4.614999999999996,15.66,55.0,64.03571428571429,61.357142857142854,59.74444444444445,49.0,47.0,39.5,60.5,84.5,84.5,46.5,48.535714285714285,45.839285714285715
2009-06-03,1,61,43,52.0,-12.0,39,46.0,13.0,0.0,418.0,1921.0,0.0,29.42,30.15,10.5,4,10.7,2009,6,3,2,61,47,54.0,-10.0,40,48.0,11.0,0.0,418.0,1921.0,0.0,29.47,30.13,11.0,2,11.4,0.0,2.3599999999999968,3.8499999999999956,15.655,53.0,62.607142857142854,60.94642857142857,59.62777777777778,45.0,45.0,39.5,61.0,84.5,84.5,39.5,48.25,45.42857142857143
2009-06-04,1,68,42,55.0,-9.0,37,48.0,10.0,0.0,418.0,1922.0,0.0,29.31,30.05,4.7,4,5.9,2009,6,4,2,68,47,58.0,-6.0,38,49.0,7.0,0.0,418.0,1922.0,0.0,29.36,30.05,5.2,5,6.4,0.0,2.3599999999999968,3.7399999999999958,15.645,56.5,61.464285714285715,60.57142857142857,59.53888888888889,44.5,44.5,39.5,68.0,79.5,84.5,37.5,47.464285714285715,44.892857142857146
2009-06-05,1,79,44,62.0,-3.0,44,54.0,3.0,0.0,417.0,1923.0,0.0,29.18,29.91,5.8,26,6.7,2009,6,5,2,80,47,64.0,-1.0,43,54.0,1.0,0.0,417.0,1923.0,0.0,29.23,29.91,6.3,25,7.2,0.0,2.3599999999999968,3.7249999999999956,15.639999999999999,63.0,61.535714285714285,60.482142857142854,59.51111111111111,45.5,44.5,39.5,79.5,79.5,84.5,43.5,47.25,44.517857142857146
2009-06-06,1,63,51,57.0,-9.0,45,50.0,8.0,0.0,417.0,1923.0,0.02,29.2,29.93,6.2,5,7.7,2009,6,6,2,66,55,61.0,-5.0,48,53.0,4.0,0.0,417.0,1923.0,0.02,29.26,29.92,4.7,3,7.2,0.02,2.379999999999997,3.7449999999999957,14.54,59.0,61.035714285714285,60.625,59.48888888888889,53.0,44.5,39.5,64.5,79.5,84.5,46.5,46.964285714285715,44.607142857142854
2009-06-07,1,73,52,63.0,-3.0,53,57.0,2.0,0.0,417.0,1924.0,0.04,29.14,29.87,2.7,8,6.9,2009,6,7,2,74,56,65.0,-1.0,54,59.0,0.0,0.0,417.0,1924.0,0.04,29.21,29.86,1.5,11,7.7,0.04,2.419999999999997,3.774999999999996,14.574999999999998,64.0,61.107142857142854,60.964285714285715,59.544444444444444,54.0,44.5,39.5,73.5,79.5,84.5,53.5,47.464285714285715,45.107142857142854
2009-06-08,1,80,52,66.0,0.0,60,63.0,0.0,1.0,417.0,1925.0,0.45,29.06,29.77,5.9,24,9.2,2009,6,8,2,82,55,69.0,3.0,61,65.0,0.0,4.0,417.0,1925.0,0.3,29.11,29.76,6.4,25,10.0,0.375,2.7349999999999968,4.149999999999996,14.949999999999998,67.5,61.607142857142854,61.57142857142857,59.62222222222222,53.5,44.5,40.0,81.0,81.0,84.5,60.5,48.607142857142854,46.035714285714285
2009-06-09,1,67,55,61.0,-5.0,53,56.0,4.0,0.0,416.0,1925.0,0.0,29.23,29.94,4.0,6,6.3,2009,6,9,2,67,56,62.0,-4.0,53,56.0,3.0,0.0,416.0,1925.0,0.0,29.29,29.94,6.4,8,7.9,0.0,1.1799999999999968,4.149999999999996,14.949999999999998,61.5,61.357142857142854,61.75,59.55555555555556,55.5,44.5,40.0,67.0,81.0,84.5,53.0,48.642857142857146,46.75
2009-06-10,1,67,54,61.0,-6.0,49,53.0,4.0,0.0,416.0,1926.0,0.01,29.15,29.89,8.0,5,8.7,2009,6,10,2,67,55,61.0,-6.0,50,55.0,4.0,0.0,416.0,1926.0,0.04,29.21,29.88,8.5,4,9.2,0.025,1.1849999999999967,3.3849999999999962,14.479999999999999,61.0,61.035714285714285,61.69642857142857,59.44444444444444,54.5,44.5,40.0,67.0,81.0,84.5,49.5,47.964285714285715,46.482142857142854
2009-06-11,1,64,53,59.0,-8.0,51,54.0,6.0,0.0,416.0,1926.0,0.01,29.11,29.83,10.2,3,10.3,2009,6,11,2,60,53,57.0,-10.0,53,54.0,8.0,0.0,416.0,1926.0,1.14,29.17,29.82,8.8,1,9.0,0.575,1.7599999999999967,3.9599999999999964,10.2,58.0,60.964285714285715,61.57142857142857,59.28333333333333,53.0,44.5,40.0,62.0,81.0,84.5,52.0,48.035714285714285,46.767857142857146
2009-06-12,1,74,49,62.0,-6.0,49,55.0,3.0,0.0,416.0,1927.0,0.0,29.24,29.95,4.4,7,5.8,2009,6,12,2,72,50,61.0,-7.0,49,55.0,4.0,0.0,416.0,1927.0,0.0,29.3,29.95,5.0,6,6.7,0.0,1.7599999999999967,3.4149999999999965,8.604999999999999,61.5,60.785714285714285,61.69642857142857,59.24444444444445,49.5,44.5,40.0,73.0,81.0,84.5,49.0,48.035714285714285,46.67857142857143
2009-06-13,1,68,54,61.0,-7.0,51,55.0,4.0,0.0,416.0,1927.0,0.33,29.28,30.0,5.9,5,6.7,2009,6,13,2,66,56,61.0,-7.0,52,55.0,4.0,0.0,416.0,1927.0,0.31,29.34,29.99,7.2,4,7.6,0.32,2.0799999999999965,3.7149999999999963,8.915,61.0,60.464285714285715,61.92857142857143,59.266666666666666,55.0,44.5,40.0,67.0,81.0,84.5,51.5,48.42857142857143,47.07142857142857
2009-06-14,1,77,51,64.0,-4.0,48,57.0,1.0,0.0,416.0,1928.0,0.0,29.29,30.01,4.5,4,4.7,2009,6,14,2,76,54,65.0,-3.0,50,57.0,0.0,0.0,416.0,1928.0,0.0,29.34,30.0,5.1,5,5.8,0.0,2.0799999999999965,3.7149999999999963,8.915,64.5,60.785714285714285,62.42857142857143,59.31111111111111,52.5,44.5,42.5,76.5,81.0,84.5,49.0,48.92857142857143,47.839285714285715
2009-06-15,1,81,53,67.0,-1.0,49,58.0,0.0,2.0,416.0,1928.0,0.0,29.28,30.01,5.5,9,6.4,2009,6,15,2,81,57,69.0,1.0,49,58.0,0.0,4.0,416.0,1928.0,0.0,29.34,29.99,7.4,9,7.7,0.0,1.4449999999999965,3.7149999999999963,8.915,68.0,60.964285714285715,62.910714285714285,59.28333333333333,55.0,44.5,44.5,81.0,81.0,84.5,49.0,48.607142857142854,48.464285714285715
2009-06-16,1,71,59,65.0,-4.0,55,60.0,0.0,0.0,416.0,1929.0,1.23,29.15,29.89,11.2,10,11.8,2009,6,16,2,71,64,68.0,-1.0,57,61.0,0.0,3.0,416.0,1929.0,1.07,29.21,29.87,10.3,11,10.7,1.15,2.5049999999999963,4.864999999999997,10.065,66.5,61.785714285714285,62.910714285714285,59.28333333333333,61.5,44.5,44.5,71.0,81.0,84.5,56.0,49.285714285714285,48.910714285714285
2009-06-17,1,71,61,66.0,-3.0,59,62.0,0.0,1.0,416.0,1929.0,0.0,29.16,29.88,3.0,36,6.2,2009,6,17,2,73,63,68.0,-1.0,60,63.0,0.0,3.0,416.0,1929.0,0.0,29.21,29.87,2.6,34,6.7,0.0,2.5049999999999963,4.864999999999997,10.065,67.0,62.785714285714285,62.69642857142857,59.27777777777778,62.0,44.5,44.5,72.0,81.0,84.5,59.5,50.714285714285715,49.482142857142854
2009-06-18,1,80,61,71.0,1.0,63,67.0,0.0,6.0,416.0,1929.0,0.12,29.08,29.79,6.7,16,7.9,2009,6,18,2,81,63,72.0,2.0,64,67.0,0.0,7.0,416.0,1929.0,0.11,29.15,29.79,3.7,17,5.8,0.11499999999999999,2.6199999999999966,4.979999999999997,10.18,71.5,63.857142857142854,62.660714285714285,59.294444444444444,62.0,45.5,44.5,80.5,81.0,81.0,63.5,52.57142857142857,50.017857142857146
2009-06-19,1,86,65,76.0,6.0,67,69.0,0.0,11.0,416.0,1930.0,3.97,28.97,29.7,7.2,18,11.6,2009,6,19,2,88,66,77.0,7.0,68,70.0,0.0,12.0,416.0,1930.0,0.87,29.03,29.68,6.3,18,10.5,2.42,5.0399999999999965,7.399999999999997,12.6,76.5,64.82142857142857,63.17857142857143,59.37222222222222,65.5,49.5,44.5,87.0,87.0,87.0,67.5,54.285714285714285,50.767857142857146
2009-06-20,1,87,68,78.0,8.0,65,70.0,0.0,13.0,416.0,1930.0,0.0,29.08,29.76,8.3,29,8.6,2009,6,20,2,88,69,79.0,9.0,65,70.0,0.0,14.0,416.0,1930.0,0.0,29.13,29.74,8.3,28,8.6,0.0,5.019999999999997,7.399999999999997,12.6,78.5,66.21428571428571,63.625,59.44444444444444,68.5,49.5,44.5,87.5,87.5,87.5,65.0,55.607142857142854,51.285714285714285
2009-06-21,1,84,70,77.0,7.0,63,68.0,0.0,12.0,416.0,1930.0,0.01,29.12,29.82,2.8,7,3.9,2009,6,21,2,86,71,79.0,9.0,64,69.0,0.0,14.0,416.0,1930.0,0.01,29.17,29.8,3.3,9,3.5,0.01,4.989999999999997,7.409999999999997,12.61,78.0,67.21428571428571,64.16071428571429,59.51111111111111,70.5,49.5,44.5,85.0,87.5,87.5,63.5,56.32142857142857,51.892857142857146
2009-06-22,1,89,68,79.0,9.0,67,71.0,0.0,14.0,417.0,1931.0,0.09,29.09,29.79,4.0,11,5.6,2009,6,22,2,89,70,80.0,10.0,67,71.0,0.0,15.0,417.0,1931.0,0.06,29.15,29.77,5.3,12,7.2,0.075,4.689999999999997,7.424999999999997,12.584999999999999,79.5,68.07142857142857,64.83928571428571,59.605555555555554,69.0,49.5,44.5,89.0,89.0,89.0,67.0,56.785714285714285,52.69642857142857
2009-06-23,1,94,71,83.0,13.0,69,73.0,0.0,18.0,417.0,1931.0,0.0,29.16,29.87,1.8,14,3.5,2009,6,23,2,92,75,84.0,14.0,68,73.0,0.0,19.0,417.0,1931.0,0.0,29.22,29.85,2.8,13,4.5,0.0,4.689999999999997,5.869999999999997,12.584999999999999,83.5,69.64285714285714,65.5,59.74444444444445,73.0,49.5,44.5,93.0,93.0,93.0,68.5,57.892857142857146,53.267857142857146
2009-06-24,1,94,75,85.0,14.0,68,73.0,0.0,20.0,417.0,1931.0,0.04,29.16,29.87,1.9,22,5.8,2009,6,24,2,93,73,83.0,12.0,68,73.0,0.0,18.0,417.0,1931.0,0.78,29.21,29.85,2.1,23,4.3,0.41000000000000003,5.074999999999997,6.259999999999998,12.995,84.0,71.28571428571429,66.16071428571429,59.91111111111111,74.0,49.5,44.5,93.5,93.5,93.5,68.0,59.214285714285715,53.589285714285715
2009-06-25,1,94,75,85.0,14.0,69,73.0,0.0,20.0,417.0,1931.0,0.0,29.08,29.8,2.4,32,4.9,2009,6,25,2,93,76,85.0,14.0,68,73.0,0.0,20.0,417.0,1931.0,0.0,29.15,29.77,1.8,26,4.6,0.0,4.4999999999999964,6.259999999999998,12.995,85.0,73.21428571428571,67.08928571428571,60.105555555555554,75.5,49.5,44.5,93.5,93.5,93.5,68.5,60.392857142857146,54.214285714285715
2009-06-26,1,86,69,78.0,7.0,60,67.0,0.0,13.0,418.0,1931.0,0.0,29.11,29.85,6.4,4,8.2,2009,6,26,2,86,72,79.0,8.0,61,67.0,0.0,14.0,418.0,1931.0,0.0,29.2,29.83,6.4,4,8.0,0.0,4.4999999999999964,6.259999999999998,12.995,78.5,74.42857142857143,67.60714285714286,60.266666666666666,70.5,52.5,44.5,86.0,93.5,93.5,60.5,61.214285714285715,54.625
2009-06-27,1,89,62,76.0,5.0,61,67.0,0.0,11.0,418.0,1931.0,0.3,29.1,29.82,5.1,21,6.9,2009,6,27,2,90,67,79.0,8.0,60,67.0,0.0,14.0,418.0,1931.0,0.05,29.18,29.8,6.0,22,6.9,0.175,4.354999999999996,6.434999999999998,12.705,77.5,75.60714285714286,68.03571428571429,60.46111111111111,64.5,52.5,44.5,89.5,93.5,93.5,60.5,61.857142857142854,55.142857142857146
2009-06-28,1,83,66,75.0,4.0,53,62.0,0.0,10.0,419.0,1931.0,0.0,29.0,29.73,13.2,29,13.6,2009,6,28,2,83,68,76.0,5.0,53,62.0,0.0,11.0,419.0,1931.0,0.0,29.08,29.71,14.1,29,14.6,0.0,4.354999999999996,6.434999999999998,12.7,75.5,76.39285714285714,68.58928571428571,60.69444444444444,67.0,55.0,44.5,83.0,93.5,93.5,53.0,62.142857142857146,55.535714285714285
2009-06-29,1,77,63,70.0,-1.0,54,61.0,0.0,5.0,419.0,1931.0,0.0,28.89,29.6,12.2,30,12.7,2009,6,29,2,78,65,72.0,1.0,54,61.0,0.0,7.0,419.0,1931.0,0.0,28.95,29.59,13.4,30,14.1,0.0,4.354999999999996,5.799999999999998,12.7,71.0,76.60714285714286,68.78571428571429,60.88333333333333,64.0,61.5,44.5,77.5,93.5,93.5,54.0,62.5,55.55357142857143
2009-06-30,1,66,59,63.0,-9.0,53,57.0,2.0,0.0,419.0,1931.0,0.0,28.95,29.65,8.9,30,9.1,2009,6,30,2,68,61,65.0,-7.0,53,58.0,0.0,0.0,419.0,1931.0,0.0,29.0,29.64,8.1,30,8.3,0.0,3.204999999999996,5.709999999999998,12.7,64.0,76.42857142857143,69.10714285714286,61.01111111111111,60.0,60.0,44.5,67.0,93.5,93.5,53.0,62.285714285714285,55.785714285714285
2009-07-01,1,65,57,61.0,-11.0,52,56.0,4.0,0.0,420.0,1931.0,0.02,29.07,29.77,8.2,32,8.7,2009,7,1,2,65,57,61.0,-11.0,54,57.0,4.0,0.0,420.0,1931.0,0.02,29.13,29.76,6.6,31,7.4,0.02,3.224999999999996,5.729999999999998,12.709999999999999,61.0,76.0,69.39285714285714,61.1,57.0,57.0,44.5,65.0,93.5,93.5,53.0,61.82142857142857,56.267857142857146
2009-07-02,1,73,59,66.0,-6.0,54,60.0,0.0,1.0,420.0,1931.0,0.0,29.26,29.95,8.4,31,8.8,2009,7,2,2,73,60,67.0,-5.0,55,60.0,0.0,2.0,420.0,1931.0,0.0,29.31,29.94,5.7,31,7.6,0.0,3.109999999999996,5.729999999999998,12.709999999999999,66.5,75.64285714285714,69.75,61.27777777777778,59.5,57.0,45.5,73.0,93.5,93.5,54.5,61.17857142857143,56.875
2009-07-03,1,79,63,71.0,-1.0,56,62.0,0.0,6.0,421.0,1931.0,0.0,29.36,30.06,1.2,34,5.8,2009,7,3,2,79,62,71.0,-1.0,56,62.0,0.0,6.0,421.0,1931.0,0.0,29.41,30.05,1.8,2,6.5,0.0,0.689999999999996,5.729999999999998,12.665,71.0,75.25,70.03571428571429,61.483333333333334,62.5,57.0,49.5,79.0,93.5,93.5,56.0,60.357142857142854,57.32142857142857
2009-07-04,1,69,59,64.0,-8.0,58,61.0,1.0,0.0,422.0,1930.0,0.2,29.26,29.99,1.8,13,3.8,2009,7,4,2,69,63,66.0,-6.0,58,62.0,0.0,1.0,422.0,1930.0,0.12,29.31,29.98,3.4,14,4.7,0.16,0.849999999999996,5.869999999999998,12.825,65.0,74.28571428571429,70.25,61.51111111111111,61.0,57.0,49.5,69.0,93.5,93.5,58.0,59.857142857142854,57.732142857142854
2009-07-05,1,81,57,69.0,-3.0,58,63.0,0.0,4.0,422.0,1930.0,0.05,29.2,29.92,0.7,34,2.4,2009,7,5,2,82,61,72.0,0.0,59,64.0,0.0,7.0,422.0,1930.0,0.03,29.25,29.9,0.3,36,2.6,0.04,0.879999999999996,5.869999999999998,12.034999999999998,70.5,73.75,70.48214285714286,61.62222222222222,59.0,57.0,49.5,81.5,93.5,93.5,58.5,59.5,57.910714285714285
2009-07-06,1,86,60,73.0,1.0,54,62.0,0.0,8.0,423.0,1930.0,0.0,29.14,29.86,7.5,31,7.8,2009,7,6,2,85,63,74.0,2.0,54,63.0,0.0,9.0,423.0,1930.0,0.0,29.2,29.84,4.2,30,5.5,0.0,0.804999999999996,5.494999999999998,11.794999999999998,73.5,73.32142857142857,70.69642857142857,61.8,61.5,57.0,49.5,85.5,93.5,93.5,54.0,58.57142857142857,57.67857142857143
2009-07-07,1,77,59,68.0,-4.0,54,60.0,0.0,3.0,423.0,1930.0,0.0,29.18,29.89,5.9,7,7.0,2009,7,7,2,76,65,71.0,-1.0,55,61.0,0.0,6.0,423.0,1930.0,0.0,29.24,29.88,5.9,7,7.5,0.0,0.804999999999996,5.494999999999998,11.794999999999998,69.5,72.32142857142857,70.98214285714286,61.922222222222224,62.0,57.0,49.5,76.5,93.5,93.5,54.5,57.57142857142857,57.732142857142854
2009-07-08,1,65,61,63.0,-10.0,56,59.0,2.0,0.0,424.0,1929.0,0.06,29.28,29.99,6.8,6,7.0,2009,7,8,2,68,62,65.0,-8.0,55,59.0,0.0,0.0,424.0,1929.0,0.17,29.34,29.98,7.0,8,7.4,0.115,0.509999999999996,5.584999999999998,11.909999999999998,64.0,70.89285714285714,71.08928571428571,61.983333333333334,61.5,57.0,49.5,66.5,93.5,93.5,55.5,56.67857142857143,57.94642857142857
2009-07-09,1,79,59,69.0,-4.0,57,63.0,0.0,4.0,425.0,1929.0,0.0,29.35,30.07,5.8,11,6.9,2009,7,9,2,80,63,72.0,-1.0,58,64.0,0.0,7.0,425.0,1929.0,0.0,29.41,30.05,6.5,10,7.3,0.0,0.509999999999996,5.009999999999998,11.909999999999998,70.5,69.85714285714286,71.53571428571429,62.02777777777778,61.0,57.0,49.5,79.5,89.5,93.5,57.5,55.892857142857146,58.142857142857146
2009-07-10,1,82,63,73.0,0.0,64,67.0,0.0,8.0,425.0,1929.0,0.08,29.34,30.06,4.4,21,4.9,2009,7,10,2,84,67,76.0,3.0,65,68.0,0.0,11.0,425.0,1929.0,0.12,29.41,30.04,3.6,21,4.6,0.1,0.609999999999996,5.109999999999998,12.009999999999998,74.5,69.57142857142857,72.0,62.05,65.0,57.0,52.5,83.0,89.5,93.5,64.5,56.17857142857143,58.69642857142857
2009-07-11,1,85,63,74.0,1.0,59,65.0,0.0,9.0,426.0,1928.0,0.25,29.34,30.04,4.8,31,7.0,2009,7,11,2,85,68,77.0,4.0,60,67.0,0.0,12.0,426.0,1928.0,1.12,29.39,30.02,5.9,29,7.6,0.685,1.1199999999999959,5.474999999999998,12.694999999999999,75.5,69.42857142857143,72.51785714285714,62.105555555555554,65.5,57.0,52.5,85.0,85.5,93.5,59.5,56.107142857142854,58.982142857142854
2009-07-12,1,82,58,70.0,-3.0,51,60.0,0.0,5.0,427.0,1928.0,0.0,29.35,30.07,2.9,29,5.7,2009,7,12,2,82,60,71.0,-2.0,50,60.0,0.0,6.0,427.0,1928.0,0.0,29.41,30.05,1.9,33,5.2,0.0,1.1199999999999959,5.474999999999998,12.694999999999999,70.5,69.07142857142857,72.73214285714286,62.2,59.0,57.0,55.0,82.0,85.5,93.5,50.5,55.92857142857143,59.035714285714285
2009-07-13,1,79,61,70.0,-3.0,46,57.0,0.0,5.0,428.0,1927.0,0.0,29.36,30.07,4.8,7,5.8,2009,7,13,2,78,66,72.0,-1.0,48,59.0,0.0,7.0,428.0,1927.0,0.0,29.41,30.05,5.8,7,7.4,0.0,1.1199999999999959,5.474999999999998,12.424999999999999,71.0,69.07142857142857,72.83928571428571,62.36666666666667,63.5,57.0,57.0,78.5,85.5,93.5,47.0,55.42857142857143,58.964285714285715
2009-07-14,1,80,55,68.0,-5.0,51,59.0,0.0,3.0,428.0,1927.0,0.0,29.34,30.07,6.7,16,7.5,2009,7,14,2,81,60,71.0,-2.0,49,60.0,0.0,6.0,428.0,1927.0,0.0,29.41,30.06,7.5,16,7.7,0.0,1.1199999999999959,4.3249999999999975,12.424999999999999,69.5,69.46428571428571,72.94642857142857,62.56666666666667,57.5,57.0,57.0,80.5,85.5,93.5,50.0,55.214285714285715,58.75
2009-07-15,1,85,65,75.0,1.0,62,67.0,0.0,10.0,429.0,1926.0,0.68,29.18,29.9,10.0,24,12.4,2009,7,15,2,86,67,77.0,3.0,62,67.0,0.0,12.0,429.0,1926.0,0.32,29.23,29.88,10.0,25,13.8,0.5,1.5999999999999959,4.8249999999999975,12.924999999999999,76.0,70.53571428571429,73.26785714285714,62.855555555555554,66.0,57.5,57.0,85.5,85.5,93.5,62.0,55.857142857142854,58.839285714285715
2009-07-16,1,80,64,72.0,-2.0,56,62.0,0.0,7.0,430.0,1925.0,0.17,29.17,29.89,9.9,28,10.8,2009,7,16,2,82,65,74.0,0.0,57,63.0,0.0,9.0,430.0,1925.0,0.17,29.23,29.88,9.6,28,10.3,0.17,1.7699999999999958,4.879999999999997,12.999999999999998,73.0,71.0,73.32142857142857,63.083333333333336,64.5,57.5,57.0,81.0,85.5,93.5,56.5,56.0,58.589285714285715
2009-07-17,1,70,57,64.0,-10.0,51,56.0,1.0,0.0,431.0,1925.0,0.0,29.15,29.87,10.6,30,10.8,2009,7,17,2,70,58,64.0,-10.0,52,57.0,1.0,0.0,431.0,1925.0,0.0,29.21,29.86,10.1,29,10.4,0.0,1.7699999999999958,2.4599999999999973,12.999999999999998,64.0,70.5,72.875,63.21666666666667,57.5,57.5,57.0,70.0,85.5,93.5,51.5,55.67857142857143,58.017857142857146
2009-07-18,1,72,57,65.0,-9.0,52,57.0,0.0,0.0,432.0,1924.0,0.0,29.31,30.01,8.1,31,8.2,2009,7,18,2,73,58,66.0,-8.0,52,58.0,0.0,1.0,432.0,1924.0,0.0,29.36,30.0,6.6,32,7.1,0.0,1.6099999999999959,2.4599999999999973,12.754999999999999,65.5,70.53571428571429,72.41071428571429,63.394444444444446,57.5,57.5,57.0,72.5,85.5,93.5,52.0,55.25,57.55357142857143
2009-07-19,1,71,57,64.0,-10.0,52,58.0,1.0,0.0,433.0,1923.0,0.0,29.39,30.11,1.3,36,4.0,2009,7,19,2,73,60,67.0,-7.0,53,59.0,0.0,2.0,433.0,1923.0,0.0,29.45,30.1,1.4,4,4.6,0.0,1.5699999999999958,2.4499999999999975,12.754999999999999,65.5,70.17857142857143,71.96428571428571,63.6,58.5,57.5,57.0,72.0,85.5,93.5,52.5,54.82142857142857,57.160714285714285
2009-07-20,1,76,55,66.0,-8.0,55,60.0,0.0,1.0,433.0,1923.0,0.0,29.36,30.09,5.1,9,5.5,2009,7,20,2,76,59,68.0,-6.0,56,61.0,0.0,3.0,433.0,1923.0,0.0,29.42,30.08,6.2,10,6.5,0.0,1.5699999999999958,2.3749999999999973,12.754999999999999,67.0,69.71428571428571,71.51785714285714,63.83888888888889,57.0,57.0,57.0,76.0,85.5,93.5,55.5,54.92857142857143,56.75
2009-07-21,1,80,58,69.0,-5.0,57,62.0,0.0,4.0,434.0,1922.0,0.04,29.28,30.01,3.1,13,5.8,2009,7,21,2,82,64,73.0,-1.0,56,63.0,0.0,8.0,434.0,1922.0,0.0,29.33,29.99,4.9,14,6.3,0.02,1.5899999999999959,2.3949999999999974,12.649999999999999,71.0,69.82142857142857,71.07142857142857,64.07222222222222,61.0,57.0,57.0,81.0,85.5,93.5,56.5,55.07142857142857,56.32142857142857
2009-07-22,1,78,63,71.0,-3.0,61,64.0,0.0,6.0,435.0,1921.0,0.0,29.23,29.95,3.5,3,5.0,2009,7,22,2,79,66,73.0,-1.0,59,64.0,0.0,8.0,435.0,1921.0,0.0,29.28,29.93,2.8,11,5.9,0.0,1.4749999999999959,1.9849999999999972,12.174999999999999,72.0,70.39285714285714,70.64285714285714,64.31666666666666,64.5,57.0,57.0,78.5,85.5,93.5,60.0,55.392857142857146,56.035714285714285
2009-07-23,1,82,62,72.0,-2.0,58,63.0,0.0,7.0,436.0,1920.0,0.0,29.21,29.93,2.6,32,5.0,2009,7,23,2,79,63,71.0,-3.0,60,64.0,0.0,6.0,436.0,1920.0,0.1,29.26,29.91,1.7,1,6.0,0.05,1.524999999999996,2.034999999999997,12.225,71.5,70.46428571428571,70.16071428571429,64.57777777777778,62.5,57.0,57.0,80.5,85.5,89.5,59.0,55.5,55.69642857142857
2009-07-24,1,83,61,72.0,-2.0,59,64.0,0.0,7.0,437.0,1919.0,0.14,29.08,29.83,8.9,23,9.8,2009,7,24,2,83,62,73.0,-1.0,60,65.0,0.0,8.0,437.0,1919.0,0.19,29.14,29.82,8.7,23,9.6,0.165,1.5899999999999959,2.199999999999997,12.379999999999999,72.5,70.32142857142857,69.94642857142857,64.86666666666666,61.5,57.0,57.0,83.0,85.5,89.5,59.5,55.142857142857146,55.660714285714285
2009-07-25,1,81,66,74.0,0.0,58,64.0,0.0,9.0,438.0,1918.0,0.0,29.02,29.73,10.6,28,11.1,2009,7,25,2,81,66,74.0,0.0,59,65.0,0.0,9.0,438.0,1918.0,0.0,29.08,29.71,10.8,27,11.5,0.0,0.9049999999999958,2.0249999999999972,12.379999999999999,74.0,70.21428571428571,69.82142857142857,65.2388888888889,66.0,57.0,57.0,81.0,85.5,85.5,58.5,55.07142857142857,55.589285714285715
2009-07-26,1,82,63,73.0,-1.0,58,64.0,0.0,8.0,439.0,1918.0,0.0,29.13,29.82,8.0,29,8.6,2009,7,26,2,82,64,73.0,-1.0,59,65.0,0.0,8.0,439.0,1918.0,0.0,29.18,29.8,9.1,29,9.4,0.0,0.9049999999999958,2.0249999999999972,12.379999999999999,73.0,70.39285714285714,69.73214285714286,65.62222222222222,63.5,57.0,57.0,82.0,85.5,85.5,58.5,55.642857142857146,55.785714285714285
